NDID,grams_Pro_per_100g,grams_Fat_per_100g,grams_Cho_per_100g,Category_1,Category_2,Category_3,Serving_Size,Store,Package_Amount,Price_per_Package
ND01175,50,35.71428571,12.5,Meats,Pork,Null,9 pieces,SW,99.2,2
ND01323,0,16.66666667,12.5,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,2 Tbsp,PB,473,2.89
ND01369,6.25,0,12.5,Sauces_Soups_Condiments_Dressing,Sauces,Other,1 Tbsp,SW,297,0.5
ND01824,0,0,12.5,Supplement,Multivitamins,Null,1 packet,I,30,48.5
ND00797,0.91,0.15,12.54,Fruits,Citrus,Orange,"165g=1 cup, sections without membranes / 140g=1 fruit,  (2-7/8"" dia)",I,N/A,0.99
ND00568,8,0,12.66666667,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND00569,8,0,12.66666667,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND00570,8,0,12.66666667,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND00780,0.714285714,0.357142857,12.76785714,Fruits,Berries,Other,1 cup,WD,340,3.89
ND00526,3.28,3.44,12.8,Dairy_and_Egg,Yogurt,Flavored,1 cup,I,250,N/A
ND01672,3.2,0,12.8,Vegetables,Green,Peas,0.5 cup,PB,241,0.95
ND01860,3.539823009,3.539823009,12.83185841,Baby_Foods,Baby_Dairy,Null,1 Container,PB ,680,3.99
ND01398,3.225806452,0,12.90322581,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.25 cup,PB,822,2.19
ND00451,3.333333333,3.333333333,12.91666667,Dairy_and_Egg,Milk,Flavored,1 cup,PB,946,2.87
ND00252,0,0,12.99435028,Beverages,Juice,Mixed Juice,1 box,PB,1700,2
ND01740,17.85714286,5.952380952,13.0952381,Vegetables,Processed,Soy products,6 meatballs,PB,255,4.99
ND01720,2.419354839,5.64516129,13.10483871,Vegetables,Processed,Potatoes_Fries_Tator_Tots,0.5 cup,PB,680,3.99
ND00850,0.54,0.12,13.12,Fruits,Pineapple,Raw,"165g=1 cup, chunks / 905g=1 fruit",I,N/A,4.99
ND00844,0.877192982,0,13.15789474,Fruits,Pineapple,Other,2 slices,PB,567,1.71
ND00578,7.333333333,2,13.16666667,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND01677,4.395604396,0,13.18681319,Vegetables,Green,Peas,.66 cup,PB,255,1.99
ND00051,0,0,13.27433628,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,1.19
ND00055,0,0,13.27433628,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,1.19
ND00056,0,0,13.27433628,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WM,113,0.63
ND00057,0,0,13.27433628,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,0.63
ND00066,0,0,13.27433628,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00068,0,0,13.27433628,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND01845,0,0,13.27433628,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00846,0.884955752,0,13.27433628,Fruits,Pineapple,Other,1 container,PB,452,2.79
ND00845,0.884955752,0,13.27433628,Fruits,Pineapple,Other,1 container,WD,452,2.99
ND01074,9.375,28.125,13.28125,Meats,Luncheon_Meats,Bologna,1 slice,WD,454,2.99
ND00048,0,0,13.33333333,Baby_Foods,Baby_Fruits,Stage_2,0.25 cup,WD,120,1.09
ND01840,0,1.666666667,13.33333333,Baby_Foods,Baby_Fruits,Stage_2,0.25 Cup,PB,120,1.09
ND00047,0,0,13.33333333,Baby_Foods,Baby_Fruits,Stage_2,0.25 cup,PB,120,1.09
ND00582,7.333333333,2.666666667,13.33333333,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND01286,16.66666667,66.66666667,13.33333333,Nuts_and_Seeds,Walnuts,Null,0.25 cup,PB,113,3.99
ND01287,16.66666667,66.66666667,13.33333333,Nuts_and_Seeds,Walnuts,Null,0.25 cup,PB,454,10.99
ND01813,26.66666667,53.33333333,13.33333333,Nuts_and_Seeds,Walnuts,Null,0.25 cup,PB,227,6.49
ND01378,6.666666667,0,13.33333333,Sauces_Soups_Condiments_Dressing,Sauces,Soy,1 Tbsp,PB,443,2.59
ND01380,0,20,13.33333333,Sauces_Soups_Condiments_Dressing,Sauces,Tartar,2 Tbsp,PB,266,1.99
ND01381,0,16.66666667,13.33333333,Sauces_Soups_Condiments_Dressing,Sauces,Tartar,2 Tbsp,PB,354,2.39
ND01412,1.666666667,2.083333333,13.33333333,Sauces_Soups_Condiments_Dressing,Soups,Null,0.5 cup,SW,650,2.24
ND01604,0,0,13.33333333,Sweets,Syrups_and_Toppings,Null,0.25 cup,PB,710,3.49
ND00802,0.81,0.31,13.34,Fruits,Citrus,Tangerine,"195g=1 cup, sections / 76g=1 small,  (2-0.25"" dia)",I,N/A,4.49
ND00727,2.995780591,4.050632911,13.37552743,Formulas,Liquid_Nutrition,Null,8 fl oz (1 can),I,5688,166
ND01236,7.79,76.08,13.38,Nuts_and_Seeds,Macadeamia,Null,1 cup = 132 g,I,170,4.98
ND00383,17.85714286,17.85714286,13.39285714,Dairy_and_Egg,Cheese,Mozzarella,1 oz (28 g),PB,226,3.99
ND01176,57.14285714,32.14285714,13.39285714,Meats,Pork,Null,0.5 oz,PB,92.1,1.99
ND01737,14.92537313,8.955223881,13.43283582,Vegetables,Processed,Soy products,1 burger,PB,268,4.49
ND00847,0.819672131,0,13.52459016,Fruits,Pineapple,Other,0.5 cup,PB,567,1.71
ND00848,0.819672131,0,13.52459016,Fruits,Pineapple,Other,0.5 cup,PB,227,1
ND00515,4.117647059,0,13.52941176,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00781,0.714285714,0,13.57142857,Fruits,Berries,Other,1 cup,WD,397,3.69
ND00798,0.714285714,0,13.57142857,Fruits,Citrus,Orange,0.5 cup,PB,425,1.25
ND00728,3,3.84,13.6,Formulas,Liquid_Nutrition,Null,250 ml (1 carton),I,6000,169.99
ND01781,1.6,0.8,13.6,Vegetables,Yellow,Corn,0.5 cup,PB,432,0.8
ND00189,0.884955752,0.442477876,13.60619469,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,PB,113,1.19
ND00575,8,0,13.66666667,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND00576,8,0,13.66666667,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND00725,3.797468354,2.53164557,13.71308017,Formulas,Liquid_Nutrition,Null,1 Bottle,PB,1638,8.59
ND00186,1.769911504,0,13.71681416,Baby_Foods,Baby_Vegetables,Stage_2,1 pack,PB,113,1.59
ND01281,13.79310345,65.51724138,13.79310345,Nuts_and_Seeds,Walnuts,Null,0.25 cup,PB,340,6.49
ND01282,13.79310345,65.51724138,13.79310345,Nuts_and_Seeds,Walnuts,Null,0.25 cup,PB,170,3.49
ND00152,2.941176471,2.352941176,13.82352941,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,WD,170,0.79
ND00529,3.524229075,3.524229075,13.87665198,Dairy_and_Egg,Yogurt,Flavored,1 cup,PB,907,3.69
ND00136,2.02020202,3.03030303,13.88888889,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack (99 g),PB,198,1.29
ND01681,5.555555556,0,13.88888889,Vegetables,Green,Peas,.66 cup,PB,425,1.69
ND01665,3.2,0.4,13.9,Vegetables,Green,Lima_Beans,0.5 cup,PB,425,1.23
ND00726,3.797468354,2.53164557,13.92405063,Formulas,Liquid_Nutrition,Null,1 Bottle,PB,1638,8.59
ND00730,2.953586498,3.797468354,13.92405063,Formulas,Liquid_Nutrition,Null,1 bottle (8 fl oz),PB,1638,11.79
ND00731,2.953586498,3.797468354,13.92405063,Formulas,Liquid_Nutrition,Null,1 bottle (8 fl oz),PB,1638,11.79
ND00732,2.953586498,3.797468354,13.92405063,Formulas,Liquid_Nutrition,Null,1 bottle ,PB,1638,11.79
ND00733,2.953586498,3.797468354,13.92405063,Formulas,Liquid_Nutrition,Null,1 bottle,PB,1638,11.79
ND00734,2.953586498,3.797468354,13.92405063,Formulas,Liquid_Nutrition,Null,1 bottle,PB,1638,11.79
ND00735,2.953586498,3.797468354,13.92405063,Formulas,Liquid_Nutrition,Null,1 bottle,PB,1638,12.99
ND00737,2.953586498,3.797468354,13.92405063,Formulas,Liquid_Nutrition,Null,8 fl oz (1 can),I,5688,49
ND00583,7.333333333,2.666666667,14,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND01679,5.617977528,0,14.04494382,Vegetables,Green,Peas,.66 cup,PB,306,1.99
ND01680,5.617977528,0,14.04494382,Vegetables,Green,Peas,.66 cup,SW,907,1.98
ND01772,4.166666667,2.083333333,14.0625,Vegetables,White_Brown_Black,Refried_Beans,0.5 cup,PB,878,2.69
ND00034,0,0,14.08450704,Baby_Foods,Baby_Fruits,Stage_1,1 jar,PB,71,0.73
ND00141,2.352941176,0.882352941,14.11764706,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,WM,170,0.68
ND00142,1.764705882,0.882352941,14.11764706,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar (170 g),PB,170,1.39
ND00073,0.884955752,0,14.15929204,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,0.61
ND00127,1.769911504,0.884955752,14.15929204,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 jar,PB,113,1.19
ND00185,0.884955752,0,14.15929204,Baby_Foods,Baby_Vegetables,Stage_2,1 pack,WD,113,1.69
ND01300,0,23.33333333,14.16666667,Sauces_Soups_Condiments_Dressing,Condiments,Mayonnaise,1 Tbsp,SW,354,2.62
ND01332,0,23.33333333,14.16666667,Sauces_Soups_Condiments_Dressing,Dressings,Italian,2 Tbsp,PB,473,3.05
ND01415,1.666666667,1.25,14.27083333,Sauces_Soups_Condiments_Dressing,Soups,Null,0.5 cup ,PB,305,1.75
ND00623,0,57.14285714,14.28571429,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Plain,1 tbsp,SW,425,2.98
ND00622,0,57.14285714,14.28571429,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Plain,1 tbsp,WD,453,1.99
ND00636,0,57.14285714,14.28571429,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,425,2.69
ND00779,0,0,14.28571429,Fruits,Berries,Blueberry,1 cup,SW,910,9.36
ND01235,7.142857143,75,14.28571429,Nuts_and_Seeds,Macadeamia,Null,0.25 cup,PB,170,8.09
ND01266,10.71428571,75,14.28571429,Nuts_and_Seeds,Nut_Flours_and_Meal,Null,1 oz,PB,453.5,N/A
ND01277,10.71428571,71.42857143,14.28571429,Nuts_and_Seeds,Pecan,Null,0.25 cup,SW,453,9.98
ND01276,10.71428571,71.42857143,14.28571429,Nuts_and_Seeds,Pecan,Null,0.25 cup,SW,170,6.98
ND01278,10.71428571,71.42857143,14.28571429,Nuts_and_Seeds,Pecan,Null,0.25 cup,PB,170,6.99
ND01285,16.07142857,66.07142857,14.28571429,Nuts_and_Seeds,Walnuts,Null,1 package,SW,56,1.88
ND01283,14.28571429,64.28571429,14.28571429,Nuts_and_Seeds,Walnuts,Null,0.25 cup,SW,170,1.88
ND00736,2.953586498,3.797468354,14.34599156,Formulas,Liquid_Nutrition,Null,8 fl oz (1 can),I,5688,51
ND00528,3.2,3.28,14.42,Dairy_and_Egg,Yogurt,Flavored,1 cup,I,250,N/A
ND01678,5.42,0.4,14.45,Vegetables,Green,Peas,145g=1 cup / g=,PB,170,2.5
ND00777,0.74,0.33,14.49,Fruits,Berries,Blueberry,148g=1 cup / 68g=50 berries,I,N/A,4.49
ND00065,0,0.442477876,14.49115044,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00060,0,0,14.58333333,Baby_Foods,Baby_Fruits,Stage_2,0.25 cup,PB,120,1.09
ND00061,0,0,14.58333333,Baby_Foods,Baby_Fruits,Stage_2,0.25 cup,PB,120,1.09
ND00062,0,0,14.58333333,Baby_Foods,Baby_Fruits,Stage_2,0.25 cup,PB,120,1.09
ND00115,0,0,14.58333333,Baby_Foods,Baby_Mixed_Dishes,Stage_2,0.25 cup,WD,120,1.09
ND00187,0,0,14.58333333,Baby_Foods,Baby_Vegetables,Stage_2,0.25 cup,PB,120,1.09
ND00236,0,0,14.58333333,Beverages,Juice,Craberry Juice,8 fl oz,PB,1890,2.39
ND00987,25,33.33333333,14.58333333,Meats,Bacon_and_Sausage,Pork_Bacon,2 pan fried slices,PB,340,8.69
ND00064,0.884955752,0,14.60176991,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00078,0.884955752,0,14.60176991,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00191,0.884955752,0,14.60176991,Baby_Foods,Baby_Vegetables,Stage_2,1 pack,PB,226,1.07
ND00811,1.14,0.52,14.66,Fruits,Kiwi,Null,"180g=1 cup, sliced / 69g=1 fruit,  (2"" dia)",I,N/A,0.99
ND01761,5.737704918,0,14.75409836,Vegetables,White_Brown_Black,Black_Beans,0.5 cup,PB,439,1.49
ND01762,5.737704918,0,14.75409836,Vegetables,White_Brown_Black,Black_Beans,0.5 cup,WD,439,1.29
ND01783,1.652892562,0.41322314,14.87603306,Vegetables,Yellow,Corn,0.5 cup,PB,432,1.39
ND00135,1.01010101,3.03030303,14.8989899,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack,WD,198,1.11
ND00812,0.82,0.38,14.98,Fruits,Mangos,Null,"165g=1 cup, pieces / 336g=1 fruit, without refuse",I,N/A,1
ND00063,0,0,15,Baby_Foods,Baby_Fruits,Stage_2,0.25 cup,WD,120,1.09
ND00240,0,0,15,Beverages,Juice,Grape Juice,8 fl oz,SW,1890,3.88
ND00813,0.714285714,0.357142857,15,Fruits,Mangos,Null,1 cup,PB,454,3
ND00043,0,0,15.04424779,Baby_Foods,Baby_Fruits,Stage_2,1 jar ,PB,113,0.61
ND00050,0,0,15.04424779,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WD,113,0.64
ND00059,0.884955752,0,15.04424779,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,113,1.59
ND00076,0.884955752,0,15.04424779,Baby_Foods,Baby_Fruits,Stage_2,1 pouch,PB,113,1
ND00581,7.522123894,1.769911504,15.04424779,Dairy_and_Egg,Yogurt,Greek,1 cup,PB,907,5.39
ND00522,4.444444444,1.333333333,15.11111111,Dairy_and_Egg,Yogurt,Flavored,1 cup ,PB,907,3
ND00140,1.176470588,0.588235294,15.14705882,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,0.72
ND00145,1.176470588,0.588235294,15.14705882,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,WM,170,0.72
ND00031,2.02020202,0,15.15151515,Baby_Foods,Baby_Dairy,Stage_2,1 pouch,PB,99,1.59
ND01284,15.15151515,66.66666667,15.15151515,Nuts_and_Seeds,Walnuts,Null,.33 cup,PB,283,6.99
ND01583,1.086956522,3.260869565,15.2173913,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND00843,0.36,0.14,15.23,Fruits,Pears,Raw,"140g=1 cup, slices / 161g=1 cup, cubes",I,N/A,1.49
ND00738,4.388185654,3.459915612,15.40084388,Formulas,Liquid_Nutrition,Null,8 fl oz,I,5688,38
ND00017,3.03030303,3.03030303,15.4040404,Baby_Foods,Baby_Dairy,Null,1 container,PB,396,2.99
ND00018,3.03030303,3.03030303,15.4040404,Baby_Foods,Baby_Dairy,Null,1 container,SW,396,2.84
ND00019,3.03030303,3.03030303,15.4040404,Baby_Foods,Baby_Dairy,Null,1 container,SW,396,2.84
ND00022,3.03030303,3.03030303,15.4040404,Baby_Foods,Baby_Dairy,Null,1 container,SW,396,2.84
ND00023,3.03030303,3.03030303,15.4040404,Baby_Foods,Baby_Dairy,Null,1 container,SW,396,2.84
ND01801,3.03030303,3.03030303,15.4040404,Baby_Foods,Baby_Fruits,Null,1 container,SW,396,2.84
ND00318,14.28571429,23.80952381,15.47619048,Dairy_and_Egg,Cheese,American,1 slice,WD,340,2.99
ND00413,14.28571429,23.80952381,15.47619048,Dairy_and_Egg,Cheese,Swiss,1 slice,WD,340,2.99
ND01192,20.23809524,11.9047619,15.47619048,Meats,Poultry,Chicken_Breast,3 oz,SW,680,6.98
ND00045,0,0,15.48672566,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WM,113,0.6
ND00046,0,0,15.48672566,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WD,113,0.64
ND00067,0,0,15.48672566,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00074,0,0,15.48672566,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,0.63
ND00070,0,0,15.48672566,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00077,0,0,15.48672566,Baby_Foods,Baby_Fruits,Stage_2,1 pack ,PB,226,1.07
ND00075,0,0,15.48672566,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,113,1.59
ND00799,0,0,15.48672566,Fruits,Citrus,Orange,1 container,WD,452,2.99
ND00525,4.705882353,1.470588235,15.51470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND00121,1.01010101,0.505050505,15.53030303,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack,WD,198,1.11
ND00123,1.01010101,0.505050505,15.53030303,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack (99g),PB,198,1.09
ND00235,0,0,15.625,Beverages,Juice,Craberry Juice,8 fl oz,PB,1890,2.39
ND00993,25,37.5,15.625,Meats,Bacon_and_Sausage,Pork_Bacon,3 slices,PB,60,3.69
ND01613,3.125,0,15.625,Sweets,Syrups_and_Toppings,Null,2 Tbsp,SW,496,2.98
ND00776,1.428571429,0.357142857,15.71428571,Fruits,Berries,Blackberry,1 cup,PB,340,2.99
ND01331,0,14.51612903,15.72580645,Sauces_Soups_Condiments_Dressing,Dressings,Italian,2 Tbsp,SW,473,1.88
ND00314,15.78947368,21.05263158,15.78947368,Dairy_and_Egg,Cheese,American,1 slice,PB,453,5.49
ND00315,15.78947368,21.05263158,15.78947368,Dairy_and_Egg,Cheese,American,1 slice,PB,453,5.49
ND00389,15.78947368,7.894736842,15.78947368,Dairy_and_Egg,Cheese,Other,1 slice,PB,453,3.99
ND00239,0.416666667,0,15.83333333,Beverages,Juice,Grape Juice,64 fl oz ,SW,1890,3.88
ND00238,0.416666667,0,15.83333333,Beverages,Juice,Grape Juice,8 fl oz,PB,1890,3.83
ND00035,0,0,15.84507042,Baby_Foods,Baby_Fruits,Stage_1,1 pack,SW,142,0.98
ND01859,0,0,15.84507042,Baby_Foods,Baby_Fruits,Stage_3,1 Pack,PB ,284,1.67
ND01846,0,0,15.84507042,Baby_Foods,Baby_Fruits,,1 pack,PB,284,1.67
ND00071,0.884955752,0,15.92920354,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WD,113,0.64
ND00130,2.654867257,1.327433628,15.92920354,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 jar,N/A,113,1.19
ND00519,3.539823009,1.327433628,15.92920354,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,453,2.57
ND01753,6.557377049,0,15.98360656,Vegetables,Red,Kidney,0.5 cup,WD,439,1.29
ND00789,1.06,0.2,16.01,Fruits,Cherries,Null,"138g=1 cup, with pits yields / 154g=1 cup, without pits",I,N/A,2.99
ND00319,19.04761905,21.42857143,16.07142857,Dairy_and_Egg,Cheese,American,1 slice,PB,340,3
ND00394,14.28571429,14.28571429,16.07142857,Dairy_and_Egg,Cheese,Other,1oz,PB,453,4.89
ND01302,0,64.28571429,16.07142857,Sauces_Soups_Condiments_Dressing,Condiments,Mayonnaise,1 Tbsp.,LK,473,4.69
ND00808,0,0,16.12903226,Fruits,Fruits_Mixed,Null,0.5 cup,PB,425,1.59
ND01328,0,25.80645161,16.12903226,Sauces_Soups_Condiments_Dressing,Dressings,Italian,2 Tbsp,PB,473,3.53
ND01765,5.384615385,1.538461538,16.15384615,Vegetables,White_Brown_Black,Garbanzo,0.5 cup,PB,439,1.19
ND00020,3.03030303,3.03030303,16.16161616,Baby_Foods,Baby_Dairy,Null,1 container,SW,396,2.84
ND00021,3.03030303,3.03030303,16.16161616,Baby_Foods,Baby_Dairy,Null,1 container,SW,396,2.84
ND00036,1.408450704,0,16.1971831,Baby_Foods,Baby_Fruits,Stage_1,1 pack,PB,142,0.95
ND00162,1.408450704,0,16.1971831,Baby_Foods,Baby_Vegetables,Stage_1,1 pack,PB,142,0.95
ND01322,0,15,16.25,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,2 Tbsp,PB,710,4.79
ND01366,0,31.03448276,16.37931034,Sauces_Soups_Condiments_Dressing,Sauces,Other,2 tbsp,PB,354,2.39
ND01614,3.125,0,16.40625,Sweets,Syrups_and_Toppings,Null,2 Tbsp,PB,524,2.99
ND00125,1.01010101,0,16.66666667,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pouch,PB,99,1.59
ND00126,1.01010101,0,16.66666667,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pouch,PB,99,1.59
ND00237,0,0,16.66666667,Beverages,Juice,Craberry Juice,8 fl oz,PB,1890,2.39
ND01752,0,0,16.66666667,Vegetables,Red,Cabbage,2 tbsp.,SW,454,1.38
ND00193,0.884955752,0,16.81415929,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,PB,113,0.61
ND00194,0.884955752,0,16.81415929,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,PB,113,1.19
ND00195,0.884955752,0,16.81415929,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,PB,113,0.63
ND00192,0.884955752,0,16.81415929,Baby_Foods,Baby_Vegetables,Stage_2,1 pack,WD,226,1.11
ND00199,0.884955752,0,16.81415929,Baby_Foods,Baby_Vegetables,Stage_2,1 pack,PB,113,1.59
ND00520,3.539823009,1.327433628,16.81415929,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,453,2.57
ND00521,3.539823009,1.327433628,16.81415929,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,1356,4.99
ND01856,0.704225352,0,16.90140845,Baby_Foods,Baby_Vegetables,Stage_3,1 Pack,PB ,284,1.67
ND01206,15.55555556,7.777777778,16.94444444,Meats,Poultry,Prepared_Chicken,2 pieces,PB,737,8.99
ND01211,15.55555556,18.88888889,16.94444444,Meats,Poultry,Prepared_Chicken,5 pieces,PB,907,6.29
ND01861,2.542372881,1.694915254,16.94915254,Baby_Foods,Baby_Dairy,Stage_2,1 Bottle,PB ,473,2.99
ND00517,3.529411765,0.882352941,17.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,WD,170,0.55
ND00518,3.529411765,0.882352941,17.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,WD,170,0.55
ND00241,0.416666667,0,17.08333333,Beverages,Juice,Grape Juice,8 fl oz.,SW,1890,3.88
ND00849,0.714285714,0,17.14285714,Fruits,Pineapple,Other,1 Cup,PB,454,3
ND00391,9.090909091,15.15151515,17.42424242,Dairy_and_Egg,Cheese,Other,2 tbsp,WD,425,4.82
ND01848,0,0,17.6056338,Baby_Foods,Baby_Fruits,Stage_3,1 pack,PB,284,1.67
ND00801,0.819672131,0,17.62295082,Fruits,Citrus,Orange,0.5 cup,WD,425,1.79
ND00760,0,0,17.64705882,Fruits,Apples,Applesauce,1 container,WD,680,2.19
ND00069,0,0,17.69911504,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND01119,35.71428571,3.571428571,17.85714286,Meats,Luncheon_Meats,Jerky,1 oz.,PB,85,6.59
ND01223,21.42857143,53.57142857,17.85714286,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,454,6.98
ND01224,21.42857143,53.57142857,17.85714286,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,454,6.98
ND01226,21.42857143,53.57142857,17.85714286,Nuts_and_Seeds,Almonds,Null,About 28 pieces,SW,454,6.98
ND01229,21.42857143,53.57142857,17.85714286,Nuts_and_Seeds,Almonds,Null,About 26 pieces,PB,291,5.99
ND01270,21.42857143,53.57142857,17.85714286,Nuts_and_Seeds,Nuts_Mixed,Null,About 29 pieces,PB,292,5.29
ND01271,21.42857143,53.57142857,17.85714286,Nuts_and_Seeds,Nuts_Mixed,Null,About 29 pieces,PB,292,5.29
ND01272,25,50,17.85714286,Nuts_and_Seeds,Peanut,Null,About 39 pieces,PB,453,3.99
ND01274,25,50,17.85714286,Nuts_and_Seeds,Peanut,Null,About 39 pieces,SW,978,5.98
ND01275,28.57142857,50,17.85714286,Nuts_and_Seeds,Peanut,Null,About 39 pieces,PB,453,3.99
ND01713,7.142857143,17.85714286,17.85714286,Vegetables,Processed,Hummus,2 tbsp,PB,283,3.99
ND01715,0,0,17.85714286,Vegetables,Processed,Pickles,About 3 chips,SW,710,2.32
ND01733,11.94029851,5.970149254,17.91044776,Vegetables,Processed,Soy products,1 Burger,PB,268,4.49
ND01207,12.94117647,17.64705882,17.94117647,Meats,Poultry,Prepared_Chicken,5 pieces,PB,822,6.29
ND01734,12.5,28.125,17.96875,Vegetables,Processed,Soy products,2 strips,PB,150,4.49
ND01769,1.2,0.3,17.99,Vegetables,White_Brown_Black,Parsnip,"133g=1 cup, slices / g=",PB,454,3.29
ND00741,4.52,6.8,18,Formulas,Liquid_Nutrition,Null,250 ml (1 carton),I,6000,229.99
ND00810,0.72,0.16,18.1,Fruits,Grapes,Null,151g=1 cup / 49g=10 grapes,I,N/A,3.49
ND00196,1.769911504,0,18.14159292,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,PB,113,1.19
ND01400,6.060606061,0,18.18181818,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,2 tbsp,PB,170,0.6
ND00153,2.941176471,2.352941176,18.23529412,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,WD,170,0.79
ND00758,0,0,18.23529412,Fruits,Apples,Applesauce,1 container,WD,680,2.19
ND00759,0,0,18.23529412,Fruits,Apples,Applesauce,1 container,WD,680,2.39
ND01780,1,1,18.25,Vegetables,Yellow,Corn,42006,WD,432,1.49
ND00761,0,0,18.25396825,Fruits,Apples,Applesauce,0.5 cup,SW,1361,3.32
ND00190,0,0,18.33333333,Baby_Foods,Baby_Vegetables,Stage_2,0.25 cup,WD,120,1.09
ND01354,0,40,18.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Thousand_Island,2 Tbsp,PB,473,2.99
ND01377,6.666666667,0,18.33333333,Sauces_Soups_Condiments_Dressing,Sauces,Soy,1 Tbsp,PB,444,2.39
ND01606,0,0,18.33333333,Sweets,Syrups_and_Toppings,Null,0.25 cup,PB,710,2.59
ND01210,11.84210526,15.78947368,18.42105263,Meats,Poultry,Prepared_Chicken,4 pieces ,PB,822,6.29
ND01572,0,2.717391304,18.47826087,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND00080,0.884955752,0,18.5840708,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,1.19
ND01864,0,0,18.75,Baby_Foods,Baby_Fruits,Stage_2,0.25 Cup,WD,120,1.49
ND01843,0,0,18.75,Baby_Foods,Baby_Fruits,Stage_2,0.25 Cup ,PB,120,1.09
ND00081,0,0,18.75,Baby_Foods,Baby_Fruits,Stage_2,0.25 cup,PB,120,1.09
ND00523,3.125,0.78125,18.75,Dairy_and_Egg,Yogurt,Flavored,1 tube,PB,510,2.57
